iter,current_best,gbest_value
1907,1.8803041586,1.8799210375
1908,1.8778270091,1.8778270091
1909,1.8781484384,1.8778270091
1910,1.8770246102,1.8770246102
1911,1.8755148253,1.8755148253
1912,1.8745854689,1.8745854689
1913,1.8740202056,1.8740202056
1914,1.8736820569,1.8736820569
1915,1.8717193896,1.8717193896
1916,1.8703633504,1.8703633504
1917,1.8695459909,1.8695459909
1918,1.8688336470,1.8688336470
1919,1.8686421942,1.8686421942
1920,1.8682987465,1.8682987465
1921,1.8687588643,1.8682987465
1922,1.8686374150,1.8682987465
1923,1.8700520568,1.8682987465
1924,1.8682197990,1.8682197990
1925,1.8689030065,1.8682197990
1926,1.8681648402,1.8681648402
1927,1.8682182182,1.8681648402
1928,1.8686607868,1.8681648402
1929,1.8683799130,1.8681648402
1930,1.8684256553,1.8681648402
1931,1.8672256298,1.8672256298
1932,1.8665224745,1.8665224745
1933,1.8661243439,1.8661243439
1934,1.8659110513,1.8659110513
1935,1.8658077528,1.8658077528
1936,1.8657682089,1.8657682089
1937,1.8657641544,1.8657641544
1938,1.8657785624,1.8657641544
1939,1.8651617798,1.8651617798
1940,1.8647153964,1.8647153964
1941,1.8641548156,1.8641548156
1942,1.8625665823,1.8625665823
1943,1.8610350153,1.8610350153
1944,1.8606983148,1.8606983148
1945,1.8595983553,1.8595983553
1946,1.8580224848,1.8580224848
1947,1.8576840345,1.8576840345
1948,1.8580035117,1.8576840345
1949,1.8585301900,1.8576840345
1950,1.8572916906,1.8572916906
1951,1.8563391519,1.8563391519
1952,1.8539953616,1.8539953616
1953,1.8523309168,1.8523309168
1954,1.8507062803,1.8507062803
1955,1.8475594820,1.8475594820
1956,1.8437763955,1.8437763955
1957,1.8405148930,1.8405148930
1958,1.8360789934,1.8360789934
1959,1.8358708781,1.8358708781
1960,1.8378423726,1.8358708781
1961,1.8359458071,1.8358708781
1962,1.8354569466,1.8354569466
1963,1.8333155831,1.8333155831
1964,1.8312764792,1.8312764792
1965,1.8309486248,1.8309486248
1966,1.8308484195,1.8308484195
1967,1.8312887646,1.8308484195
1968,1.8288197484,1.8288197484
1969,1.8287968655,1.8287968655
1970,1.8283918054,1.8283918054
1971,1.8282597172,1.8282597172
1972,1.8276029418,1.8276029418
1973,1.8267290484,1.8267290484
1974,1.8260662080,1.8260662080
1975,1.8256661188,1.8256661188
1976,1.8254293646,1.8254293646
1977,1.8246579218,1.8246579218
1978,1.8235530038,1.8235530038
1979,1.8223811970,1.8223811970
1980,1.8222469189,1.8222469189
1981,1.8217906999,1.8217906999
1982,1.8215820739,1.8215820739
1983,1.8210228034,1.8210228034
1984,1.8206018522,1.8206018522
1985,1.8202889604,1.8202889604
1986,1.8197830912,1.8197830912
1987,1.8183685938,1.8183685938
1988,1.8172903679,1.8172903679
1989,1.8154701764,1.8154701764
1990,1.8130774372,1.8130774372
1991,1.8069189917,1.8069189917
1992,1.8034757607,1.8034757607
1993,1.8213427598,1.8034757607
1994,1.7903989499,1.7903989499
1995,1.7873481690,1.7873481690
1996,1.8030475737,1.7873481690
1997,1.7771902313,1.7771902313
1998,1.7718234981,1.7718234981
1999,1.7807637000,1.7718234981
2000,1.7890538042,1.7718234981
2001,1.7734976233,1.7718234981
2002,1.7808459643,1.7718234981
2003,1.7956869498,1.7718234981
2004,1.7860753868,1.7718234981
2005,1.7731982292,1.7718234981
2006,1.7724488613,1.7718234981
2007,1.7829772074,1.7718234981
2008,1.7843184663,1.7718234981
2009,1.7791963304,1.7718234981
2010,1.7688488209,1.7688488209
2011,1.7743018418,1.7688488209
2012,1.7824390028,1.7688488209
2013,1.7678430405,1.7678430405
2014,1.7753691807,1.7678430405
2015,1.7168612156,1.7168612156
2016,1.7190392929,1.7168612156
2017,1.7442478672,1.7168612156
2018,1.7170974890,1.7168612156
2019,1.7795247097,1.7168612156
2020,1.7336970502,1.7168612156
2021,1.7400642505,1.7168612156
2022,1.7024073333,1.7024073333
2023,1.7373857309,1.7024073333
2024,1.7096733639,1.7024073333
2025,1.7006712375,1.7006712375
2026,1.7434230608,1.7006712375
2027,1.6989152433,1.6989152433
2028,1.6939076549,1.6939076549
2029,1.7094847301,1.6939076549
2030,1.7082005038,1.6939076549
2031,1.6969478805,1.6939076549
2032,1.6900261691,1.6900261691
2033,1.6930472446,1.6900261691
2034,1.6936874924,1.6900261691
2035,1.6939727359,1.6900261691
2036,1.6928193846,1.6900261691
2037,1.6910319309,1.6900261691
2038,1.6970070943,1.6900261691
2039,1.6921495142,1.6900261691
2040,1.6884297137,1.6884297137
2041,1.6912740232,1.6884297137
2042,1.6891700593,1.6884297137
2043,1.6894899081,1.6884297137
2044,1.6909662644,1.6884297137
2045,1.6901618330,1.6884297137
2046,1.6902186059,1.6884297137
2047,1.6903672190,1.6884297137
2048,1.6872022104,1.6872022104
2049,1.6870553545,1.6870553545
2050,1.6884643663,1.6870553545
2051,1.6875136622,1.6870553545
2052,1.6869552996,1.6869552996
2053,1.6876579178,1.6869552996
2054,1.6883822367,1.6869552996
2055,1.6870536357,1.6869552996
2056,1.6863426945,1.6863426945
2057,1.6872556678,1.6863426945
2058,1.6863129616,1.6863129616
2059,1.6870559540,1.6863129616
2060,1.6863736972,1.6863129616
2061,1.6866681642,1.6863129616
2062,1.6867270761,1.6863129616
2063,1.6873990633,1.6863129616
2064,1.6860913382,1.6860913382
2065,1.6855441648,1.6855441648
2066,1.6854780022,1.6854780022
2067,1.6763658854,1.6763658854
2068,1.6812997457,1.6763658854
2069,1.6714651273,1.6714651273
2070,1.6749824255,1.6714651273
2071,1.6781313825,1.6714651273
2072,1.6857976228,1.6714651273
2073,1.6742085294,1.6714651273
2074,1.6691654191,1.6691654191
2075,1.6804550219,1.6691654191
2076,1.6791096571,1.6691654191
2077,1.6675569406,1.6675569406
2078,1.6708712681,1.6675569406
2079,1.6667149584,1.6667149584
2080,1.6661352907,1.6661352907
2081,1.6674285999,1.6661352907
2082,1.6668452210,1.6661352907
2083,1.6662696235,1.6661352907
2084,1.6653964154,1.6653964154
2085,1.6647678793,1.6647678793
2086,1.6524468691,1.6524468691
2087,1.6998774601,1.6524468691
2088,1.6337454091,1.6337454091
2089,1.6421091403,1.6337454091
2090,1.6595866218,1.6337454091
2091,1.6780391503,1.6337454091
2092,1.6540047329,1.6337454091
2093,1.6314274109,1.6314274109
2094,1.6341733087,1.6314274109
2095,1.6352431660,1.6314274109
2096,1.6339762033,1.6314274109
2097,1.6594269134,1.6314274109
2098,1.6406097996,1.6314274109
2099,1.6355815378,1.6314274109
2100,1.6461469887,1.6314274109
2101,1.6497447637,1.6314274109
2102,1.6721068596,1.6314274109
2103,1.6624977319,1.6314274109
2104,1.6331604990,1.6314274109
2105,1.6354682977,1.6314274109
2106,1.6393306366,1.6314274109
2107,1.6223654011,1.6223654011
2108,1.6267386896,1.6223654011
2109,1.6256593541,1.6223654011
2110,1.6381006830,1.6223654011
2111,1.6369968863,1.6223654011
2112,1.6617899636,1.6223654011
2113,1.6204371246,1.6204371246
2114,1.6204061837,1.6204061837
2115,1.6243396294,1.6204061837
2116,1.6266496448,1.6204061837
2117,1.6003337685,1.6003337685
2118,1.6346434372,1.6003337685
2119,1.6065423629,1.6003337685
2120,1.6619079408,1.6003337685
2121,1.6003719488,1.6003337685
2122,1.5827065359,1.5827065359
2123,1.6119553321,1.5827065359
2124,1.5980494640,1.5827065359
2125,1.5841721217,1.5827065359
2126,1.6053583089,1.5827065359
2127,1.6403203919,1.5827065359
2128,1.6394151112,1.5827065359
2129,1.6101867196,1.5827065359
2130,1.5975846154,1.5827065359
2131,1.6385369202,1.5827065359
2132,1.6079351665,1.5827065359
2133,1.5844621916,1.5827065359
2134,1.5959812874,1.5827065359
2135,1.6030631104,1.5827065359
2136,1.6317019905,1.5827065359
2137,1.5823128821,1.5823128821
2138,1.5861539854,1.5823128821
2139,1.6067051341,1.5823128821
2140,1.6007798164,1.5823128821
2141,1.5829447875,1.5823128821
2142,1.5891061381,1.5823128821
2143,1.5909311040,1.5823128821
2144,1.5866579423,1.5823128821
2145,1.5598301845,1.5598301845
2146,1.5669610887,1.5598301845
2147,1.5806447575,1.5598301845
2148,1.5568715349,1.5568715349
2149,1.5428086669,1.5428086669
2150,1.5616987136,1.5428086669
2151,1.5658260373,1.5428086669
2152,1.5420505179,1.5420505179
2153,1.5415950004,1.5415950004
2154,1.5803694277,1.5415950004
2155,1.5785168462,1.5415950004
2156,1.5324663546,1.5324663546
2157,1.5550166023,1.5324663546
2158,1.5662284816,1.5324663546
2159,1.5581748602,1.5324663546
2160,1.5326069505,1.5324663546
2161,1.5400412425,1.5324663546
2162,1.5580160125,1.5324663546
2163,1.5623856829,1.5324663546
2164,1.5611092729,1.5324663546
2165,1.5327779540,1.5324663546
2166,1.5323580431,1.5323580431
2167,1.5450337418,1.5323580431
2168,1.5508141745,1.5323580431
2169,1.5307537071,1.5307537071
2170,1.5666307026,1.5307537071
2171,1.5623123984,1.5307537071
2172,1.5477232122,1.5307537071
2173,1.5427473315,1.5307537071
2174,1.5411282450,1.5307537071
2175,1.5324846841,1.5307537071
2176,1.5725599168,1.5307537071
2177,1.5348771009,1.5307537071
2178,1.5366746147,1.5307537071
2179,1.5313493117,1.5307537071
2180,1.5432896582,1.5307537071
2181,1.5328839298,1.5307537071
2182,1.5284165361,1.5284165361
2183,1.5345864053,1.5284165361
2184,1.5353641244,1.5284165361
2185,1.5311137988,1.5284165361
2186,1.5302525922,1.5284165361
2187,1.5277251948,1.5277251948
2188,1.5303422904,1.5277251948
2189,1.5302981055,1.5277251948
2190,1.5305626168,1.5277251948
2191,1.5272983376,1.5272983376
2192,1.5266037581,1.5266037581
2193,1.5272748745,1.5266037581
2194,1.5277180165,1.5266037581
2195,1.5271781065,1.5266037581
2196,1.5268764778,1.5266037581
2197,1.5269653304,1.5266037581
2198,1.5269836613,1.5266037581
2199,1.5274230447,1.5266037581
2200,1.5269470646,1.5266037581
2201,1.5269672997,1.5266037581
2202,1.5280621434,1.5266037581
2203,1.5322750936,1.5266037581
2204,1.5340026528,1.5266037581
2205,1.5341382731,1.5266037581
2206,1.5368159268,1.5266037581
2207,1.5058596951,1.5058596951
2208,1.5224742594,1.5058596951
2209,1.5006413877,1.5006413877
2210,1.5158524273,1.5006413877
2211,1.4982500543,1.4982500543
2212,1.5150938867,1.4982500543
2213,1.5045664713,1.4982500543
2214,1.5075201946,1.4982500543
2215,1.5102071326,1.4982500543
2216,1.5156939689,1.4982500543
2217,1.5079570836,1.4982500543
2218,1.5031961264,1.4982500543
2219,1.4979278557,1.4979278557
2220,1.5105919416,1.4979278557
2221,1.4960475552,1.4960475552
2222,1.5021546393,1.4960475552
2223,1.4955000296,1.4955000296
2224,1.5182823990,1.4955000296
2225,1.5028073664,1.4955000296
2226,1.4917234267,1.4917234267
2227,1.5009192971,1.4917234267
2228,1.4942368311,1.4917234267
2229,1.4920325046,1.4917234267
2230,1.4981123725,1.4917234267
2231,1.4914366115,1.4914366115
2232,1.5060971454,1.4914366115
2233,1.5061020789,1.4914366115
2234,1.5088818455,1.4914366115
2235,1.5348811577,1.4914366115
2236,1.5164060516,1.4914366115
2237,1.5136725829,1.4914366115
2238,1.4792792813,1.4792792813
2239,1.4987621839,1.4792792813
2240,1.4807177037,1.4792792813
2241,1.5007068391,1.4792792813
2242,1.4800970434,1.4792792813
2243,1.4920220118,1.4792792813
2244,1.5079124012,1.4792792813
2245,1.4821046203,1.4792792813
2246,1.4888307891,1.4792792813
2247,1.4945687153,1.4792792813
2248,1.4748024116,1.4748024116
2249,1.4816461382,1.4748024116
2250,1.4906904759,1.4748024116
2251,1.4943980333,1.4748024116
2252,1.4745926507,1.4745926507
2253,1.5052171331,1.4745926507
2254,1.4873856167,1.4745926507
2255,1.4789923767,1.4745926507
2256,1.5247836824,1.4745926507
2257,1.5157044386,1.4745926507
2258,1.4867425423,1.4745926507
2259,1.5373133433,1.4745926507
2260,1.6050207557,1.4745926507
2261,1.4812945260,1.4745926507
2262,1.5134636145,1.4745926507
2263,1.4750031104,1.4745926507
2264,1.5485290525,1.4745926507
2265,1.4797616795,1.4745926507
2266,1.4847293220,1.4745926507
2267,1.5272892925,1.4745926507
2268,1.6770179809,1.4745926507
2269,1.5366913514,1.4745926507
2270,1.4749832415,1.4745926507
2271,1.6447817661,1.4745926507
2272,1.5184224201,1.4745926507
2273,1.6691425166,1.4745926507
2274,1.4756699756,1.4745926507
2275,1.6672700665,1.4745926507
2276,1.4956780501,1.4745926507
2277,1.5803987036,1.4745926507
2278,1.4864830183,1.4745926507
2279,1.5125033388,1.4745926507
2280,1.4812074776,1.4745926507
2281,1.4783928792,1.4745926507
2282,1.4697610427,1.4697610427
2283,1.4732348270,1.4697610427
2284,1.4752495085,1.4697610427
2285,1.4766431903,1.4697610427
2286,1.4681182533,1.4681182533
2287,1.4673363579,1.4673363579
2288,1.4705751963,1.4673363579
2289,1.4668131965,1.4668131965
2290,1.4666463333,1.4666463333
2291,1.4683321942,1.4666463333
2292,1.4665909984,1.4665909984
2293,1.4662324802,1.4662324802
2294,1.4666077062,1.4662324802
2295,1.4663411743,1.4662324802
2296,1.4662665511,1.4662324802
2297,1.4662464088,1.4662324802
2298,1.4663698107,1.4662324802
2299,1.4664447696,1.4662324802
2300,1.4663155318,1.4662324802
2301,1.4661494745,1.4661494745
2302,1.4661071152,1.4661071152
2303,1.4661311391,1.4661071152
2304,1.4661856768,1.4661071152
2305,1.4661214531,1.4661071152
2306,1.4660508755,1.4660508755
2307,1.4660478553,1.4660478553
2308,1.4660796421,1.4660478553
2309,1.4660507176,1.4660478553
2310,1.4660652918,1.4660478553
2311,1.4660110744,1.4660110744
2312,1.4659944839,1.4659944839
2313,1.4659983530,1.4659944839
2314,1.4659817672,1.4659817672
2315,1.4659730030,1.4659730030
2316,1.4659688746,1.4659688746
2317,1.4659674169,1.4659674169
2318,1.4659674315,1.4659674169
2319,1.4659693274,1.4659674169
2320,1.4659660333,1.4659660333
2321,1.4659636648,1.4659636648
2322,1.4659619408,1.4659619408
2323,1.4659606708,1.4659606708
2324,1.4659597247,1.4659597247
2325,1.4659590126,1.4659590126
2326,1.4659584716,1.4659584716
2327,1.4659580571,1.4659580571
2328,1.4659577373,1.4659577373
2329,1.4659574889,1.4659574889
2330,1.4659572950,1.4659572950
2331,1.4659571430,1.4659571430
2332,1.4659570233,1.4659570233
2333,1.4659569288,1.4659569288
2334,1.4659568541,1.4659568541
2335,1.4659567948,1.4659567948
2336,1.4659567476,1.4659567476
2337,1.4659567102,1.4659567102
2338,1.4659566803,1.4659566803
2339,1.4536365767,1.4536365767
2340,1.4482381370,1.4482381370
2341,1.4467722769,1.4467722769
2342,1.4368464373,1.4368464373
2343,1.4329936044,1.4329936044
2344,1.4308648878,1.4308648878
2345,1.4318590338,1.4308648878
2346,1.4336520230,1.4308648878
2347,1.4294289491,1.4294289491
2348,1.4257468743,1.4257468743
2349,1.4236958981,1.4236958981
2350,1.4168271513,1.4168271513
2351,1.4086841882,1.4086841882
2352,1.3886656080,1.3886656080
2353,1.3692693557,1.3692693557
2354,1.3576788226,1.3576788226
2355,1.3465112142,1.3465112142
2356,1.3417838078,1.3417838078
2357,1.3458689247,1.3417838078
2358,1.3467144254,1.3417838078
2359,1.3416993932,1.3416993932
2360,1.3400816281,1.3400816281
2361,1.3131963963,1.3131963963
2362,1.3050433466,1.3050433466
2363,1.3155037686,1.3050433466
2364,1.3052722409,1.3050433466
2365,1.3061310976,1.3050433466
2366,1.3054199524,1.3050433466
2367,1.3091216549,1.3050433466
2368,1.3100773691,1.3050433466
2369,1.3122627356,1.3050433466
2370,1.3103321788,1.3050433466
2371,1.3052457437,1.3050433466
2372,1.3124399324,1.3050433466
2373,1.3116056809,1.3050433466
2374,1.3059017649,1.3050433466
2375,1.3073082548,1.3050433466
2376,1.3066280161,1.3050433466
2377,1.3091591283,1.3050433466
2378,1.3031189840,1.3031189840
2379,1.3124049164,1.3031189840
2380,1.3036128790,1.3031189840
2381,1.3040266524,1.3031189840
2382,1.3084741302,1.3031189840
2383,1.3056771398,1.3031189840
2384,1.3036399279,1.3031189840
2385,1.3021366355,1.3021366355
2386,1.3022258515,1.3021366355
2387,1.3014644657,1.3014644657
2388,1.3017352092,1.3014644657
2389,1.3021129621,1.3014644657
2390,1.3019245758,1.3014644657
2391,1.3019321768,1.3014644657
2392,1.3012822258,1.3012822258
2393,1.3019587046,1.3012822258
2394,1.3013337284,1.3012822258
2395,1.3015005093,1.3012822258
2396,1.2999913606,1.2999913606
2397,1.2993877441,1.2993877441
2398,1.2998077351,1.2993877441
2399,1.2999815046,1.2993877441
2400,1.2998628275,1.2993877441
2401,1.2991231389,1.2991231389
2402,1.2993575247,1.2991231389
2403,1.2995556927,1.2991231389
2404,1.2994917446,1.2991231389
2405,1.2992486760,1.2991231389
2406,1.2995325867,1.2991231389
2407,1.2994322425,1.2991231389
2408,1.2994150886,1.2991231389
2409,1.2988805952,1.2988805952
2410,1.2986957246,1.2986957246
2411,1.2987031714,1.2986957246
2412,1.2986133532,1.2986133532
2413,1.2985789745,1.2985789745
2414,1.2985754562,1.2985754562
2415,1.2985879917,1.2985754562
2416,1.2985408625,1.2985408625
2417,1.2988803358,1.2985408625
2418,1.2987221079,1.2985408625
2419,1.2987716649,1.2985408625
2420,1.2989159913,1.2985408625
2421,1.2987688541,1.2985408625
2422,1.2985464158,1.2985408625
2423,1.2987784295,1.2985408625
2424,1.2982825673,1.2982825673
2425,1.2981529827,1.2981529827
2426,1.2980847714,1.2980847714
2427,1.2981867807,1.2980847714
2428,1.2982188518,1.2980847714
2429,1.2979594384,1.2979594384
2430,1.2979184455,1.2979184455
2431,1.2978707487,1.2978707487
2432,1.2979756573,1.2978707487
2433,1.2980433457,1.2978707487
2434,1.2979830287,1.2978707487
2435,1.2976278967,1.2976278967
2436,1.2975592548,1.2975592548
2437,1.2976422382,1.2975592548
2438,1.2975652411,1.2975592548
2439,1.2975481965,1.2975481965
2440,1.2971541871,1.2971541871
2441,1.2966604028,1.2966604028
2442,1.2964049179,1.2964049179
2443,1.2962898371,1.2962898371
2444,1.2962549291,1.2962549291
2445,1.2947812579,1.2947812579
2446,1.2931015217,1.2931015217
2447,1.2915050484,1.2915050484
2448,1.2907373386,1.2907373386
2449,1.2904659918,1.2904659918
2450,1.2909361561,1.2904659918
2451,1.2906326248,1.2904659918
2452,1.2893116239,1.2893116239
2453,1.2880893240,1.2880893240
2454,1.2883169528,1.2880893240
2455,1.2869105066,1.2869105066
2456,1.2873078027,1.2869105066
2457,1.2867998968,1.2867998968
2458,1.2868481197,1.2867998968
2459,1.2871788611,1.2867998968
2460,1.2870257941,1.2867998968
2461,1.2867645764,1.2867645764
2462,1.2870774165,1.2867645764
2463,1.2866230635,1.2866230635
2464,1.2864854127,1.2864854127
2465,1.2865198243,1.2864854127
2466,1.2866433751,1.2864854127
2467,1.2865149331,1.2864854127
2468,1.2864196032,1.2864196032
2469,1.2864089128,1.2864089128
2470,1.2864423276,1.2864089128
2471,1.2863663395,1.2863663395
2472,1.2863654331,1.2863654331
2473,1.2864030336,1.2863654331
2474,1.2864567339,1.2863654331
2475,1.2863474191,1.2863474191
2476,1.2862677089,1.2862677089
2477,1.2862088953,1.2862088953
2478,1.2861650155,1.2861650155
2479,1.2861319410,1.2861319410
2480,1.2861067802,1.2861067802
2481,1.2857151788,1.2857151788
2482,1.2859145741,1.2857151788
2483,1.2855346939,1.2855346939
2484,1.2854361745,1.2854361745
2485,1.2854888051,1.2854361745
2486,1.2857005880,1.2854361745
2487,1.2855742372,1.2854361745
2488,1.2853951541,1.2853951541
2489,1.2852991328,1.2852991328
2490,1.2852525525,1.2852525525
2491,1.2852346398,1.2852346398
2492,1.2852326946,1.2852326946
2493,1.2852390649,1.2852326946
2494,1.2852446218,1.2852326946
2495,1.2852451189,1.2852326946
2496,1.2852235121,1.2852235121
2497,1.2852069397,1.2852069397
2498,1.2851941382,1.2851941382
2499,1.2851841889,1.2851841889
2500,1.2850424348,1.2850424348
2501,1.2850642817,1.2850424348
2502,1.2849080017,1.2849080017
2503,1.2851092312,1.2849080017
2504,1.2849197150,1.2849080017
2505,1.2851045742,1.2849080017
2506,1.2850654900,1.2849080017
2507,1.2850531515,1.2849080017
2508,1.2848619358,1.2848619358
2509,1.2849491579,1.2848619358
2510,1.2850459491,1.2848619358
2511,1.2853240116,1.2848619358
2512,1.2848607344,1.2848607344
2513,1.2854071762,1.2848607344
2514,1.2848422620,1.2848422620
2515,1.2851314475,1.2848422620
2516,1.2848373801,1.2848373801
2517,1.2849079839,1.2848373801
2518,1.2848710499,1.2848373801
2519,1.2848509347,1.2848373801
2520,1.2848438396,1.2848373801
2521,1.2850047575,1.2848373801
2522,1.2849073475,1.2848373801
2523,1.2848758327,1.2848373801
2524,1.2849104893,1.2848373801
2525,1.2848362609,1.2848362609
2526,1.2848171520,1.2848171520
2527,1.2847788503,1.2847788503
2528,1.2847554559,1.2847554559
2529,1.2847413785,1.2847413785
2530,1.2847330849,1.2847330849
2531,1.2847283498,1.2847283498
2532,1.2847257776,1.2847257776
2533,1.2847244980,1.2847244980
2534,1.2847239723,1.2847239723
2535,1.2710070787,1.2710070787
2536,1.2739856292,1.2710070787
2537,1.2772332214,1.2710070787
2538,1.2583293262,1.2583293262
2539,1.2721201773,1.2583293262
2540,1.2658198807,1.2583293262
2541,1.2728788810,1.2583293262
2542,1.2577187075,1.2577187075
2543,1.2845524691,1.2577187075
2544,1.2575276050,1.2575276050
2545,1.2609310355,1.2575276050
2546,1.2547056627,1.2547056627
2547,1.2746749403,1.2547056627
2548,1.2586060108,1.2547056627
2549,1.2390767282,1.2390767282
2550,1.2458283081,1.2390767282
2551,1.2369542511,1.2369542511
2552,1.2362413316,1.2362413316
2553,1.2336535777,1.2336535777
2554,1.2287424688,1.2287424688
2555,1.2344831226,1.2287424688
2556,1.2284405534,1.2284405534
2557,1.2344127284,1.2284405534
2558,1.2255238388,1.2255238388
2559,1.2346689069,1.2255238388
2560,1.2248010801,1.2248010801
2561,1.2291922891,1.2248010801
2562,1.2304221078,1.2248010801
2563,1.2201401167,1.2201401167
2564,1.2289419739,1.2201401167
2565,1.2201876364,1.2201401167
2566,1.2176652461,1.2176652461
2567,1.2388820740,1.2176652461
2568,1.2221729472,1.2176652461
2569,1.2150697464,1.2150697464
2570,1.2313457475,1.2150697464
2571,1.2182841044,1.2150697464
2572,1.2237594685,1.2150697464
2573,1.2135924848,1.2135924848
2574,1.2136499459,1.2135924848
2575,1.2092171294,1.2092171294
2576,1.2105570387,1.2092171294
2577,1.2096603586,1.2092171294
2578,1.2119540052,1.2092171294
2579,1.2149719496,1.2092171294
2580,1.2057479944,1.2057479944
2581,1.2129099844,1.2057479944
2582,1.2136299038,1.2057479944
2583,1.2177967856,1.2057479944
2584,1.2170764080,1.2057479944
2585,1.2115779911,1.2057479944
2586,1.2144813485,1.2057479944
2587,1.2403302871,1.2057479944
2588,1.1981339416,1.1981339416
2589,1.2044242628,1.1981339416
2590,1.1953135717,1.1953135717
2591,1.2060951269,1.1953135717
2592,1.2086427754,1.1953135717
2593,1.2043570733,1.1953135717
2594,1.1962837036,1.1953135717
2595,1.2071582840,1.1953135717
2596,1.1886083472,1.1886083472
2597,1.1917414635,1.1886083472
2598,1.1875149969,1.1875149969
2599,1.1866201453,1.1866201453
2600,1.1874955001,1.1866201453
2601,1.1811504013,1.1811504013
2602,1.1782867146,1.1782867146
2603,1.1815844114,1.1782867146
2604,1.1783314367,1.1782867146
2605,1.1809723319,1.1782867146
2606,1.1787784683,1.1782867146
2607,1.1766690080,1.1766690080
2608,1.1767062568,1.1766690080
2609,1.1770027927,1.1766690080
2610,1.1787598934,1.1766690080
2611,1.1794923519,1.1766690080
2612,1.1740330001,1.1740330001
2613,1.1702526308,1.1702526308
2614,1.1688032618,1.1688032618
2615,1.1685664239,1.1685664239
2616,1.1665335885,1.1665335885
2617,1.1698620043,1.1665335885
2618,1.1630479084,1.1630479084
2619,1.1843162622,1.1630479084
2620,1.1703428438,1.1630479084
2621,1.1660244139,1.1630479084
2622,1.1843516113,1.1630479084
2623,1.1821518580,1.1630479084
2624,1.1616247319,1.1616247319
2625,1.1951277847,1.1616247319
2626,1.1708850124,1.1616247319
2627,1.1765348374,1.1616247319
2628,1.1718972613,1.1616247319
2629,1.1820390968,1.1616247319
2630,1.1741318762,1.1616247319
2631,1.1971258228,1.1616247319
2632,1.1845939498,1.1616247319
2633,1.1599184595,1.1599184595
2634,1.1825512922,1.1599184595
2635,1.1673195917,1.1599184595
2636,1.1734705807,1.1599184595
2637,1.1654619891,1.1599184595
2638,1.1659447605,1.1599184595
2639,1.1693374379,1.1599184595
2640,1.1729690401,1.1599184595
2641,1.1802152056,1.1599184595
2642,1.1770894832,1.1599184595
2643,1.1776849585,1.1599184595
2644,1.1809503829,1.1599184595
2645,1.1782029049,1.1599184595
2646,1.1712923519,1.1599184595
2647,1.1728041249,1.1599184595
2648,1.1670924008,1.1599184595
2649,1.1850705423,1.1599184595
2650,1.1818153799,1.1599184595
2651,1.1710737457,1.1599184595
2652,1.1943522590,1.1599184595
2653,1.1646588498,1.1599184595
2654,1.1717568418,1.1599184595
2655,1.1786828076,1.1599184595
2656,1.1694654864,1.1599184595
2657,1.2042811879,1.1599184595
2658,1.1710474150,1.1599184595
2659,1.1551929057,1.1551929057
2660,1.1810094317,1.1551929057
2661,1.1586994413,1.1551929057
2662,1.1611662050,1.1551929057
2663,1.1634419111,1.1551929057
2664,1.1687613302,1.1551929057
2665,1.1645319520,1.1551929057
2666,1.1652388746,1.1551929057
2667,1.1579996317,1.1551929057
2668,1.1615772584,1.1551929057
2669,1.1599526177,1.1551929057
2670,1.1667909179,1.1551929057
2671,1.1639188585,1.1551929057
2672,1.1584323751,1.1551929057
2673,1.1660562643,1.1551929057
2674,1.1591513037,1.1551929057
2675,1.1592701473,1.1551929057
2676,1.1590735247,1.1551929057
2677,1.1684088367,1.1551929057
2678,1.1607663400,1.1551929057
2679,1.1545458569,1.1545458569
2680,1.1639141630,1.1545458569
2681,1.1544927675,1.1544927675
2682,1.1631471314,1.1544927675
2683,1.1591998836,1.1544927675
2684,1.1622504281,1.1544927675
2685,1.1647327414,1.1544927675
2686,1.1667940889,1.1544927675
2687,1.1543501757,1.1543501757
2688,1.1612449861,1.1543501757
2689,1.1544263097,1.1543501757
2690,1.1581034104,1.1543501757
2691,1.1646201057,1.1543501757
2692,1.1716593944,1.1543501757
2693,1.1658569917,1.1543501757
2694,1.1757448395,1.1543501757
2695,1.1600489134,1.1543501757
2696,1.1660785756,1.1543501757
2697,1.1613278546,1.1543501757
2698,1.1553976424,1.1543501757
2699,1.1717448527,1.1543501757
2700,1.1613461533,1.1543501757
2701,1.1660860477,1.1543501757
2702,1.1655847275,1.1543501757
2703,1.1724614060,1.1543501757
2704,1.1513379218,1.1513379218
2705,1.1715232036,1.1513379218
2706,1.1513084724,1.1513084724
2707,1.1625162619,1.1513084724
2708,1.1532901698,1.1513084724
2709,1.1683010560,1.1513084724
2710,1.1647906514,1.1513084724
2711,1.1524364433,1.1513084724
2712,1.1631905230,1.1513084724
2713,1.1562129007,1.1513084724
2714,1.1686134276,1.1513084724
2715,1.1602166802,1.1513084724
2716,1.1535450866,1.1513084724
2717,1.1557644127,1.1513084724
2718,1.1607958943,1.1513084724
2719,1.1572683912,1.1513084724
2720,1.1579153828,1.1513084724
2721,1.1533138992,1.1513084724
2722,1.1517155182,1.1513084724
2723,1.1644660661,1.1513084724
2724,1.1616902103,1.1513084724
2725,1.1625400765,1.1513084724
2726,1.1613564609,1.1513084724
2727,1.1590017919,1.1513084724
2728,1.1604351594,1.1513084724
