Timestamp,Run,Generation,BestFitness,AvgFitness,Best_ST,Best_LX,Best_Profit
2025-10-05 19:27:05,17,5,0.750000,0.524877,22,9,1020.00
2025-10-05 19:27:05,17,6,0.750000,0.539951,22,9,1020.00
2025-10-05 19:27:05,17,7,0.764706,0.556618,24,8,1040.00
2025-10-05 19:27:05,17,8,0.764706,0.562745,24,8,1040.00
2025-10-05 19:27:05,17,9,0.764706,0.497059,24,8,1040.00
2025-10-05 19:27:05,17,10,0.764706,0.482843,24,8,1040.00
2025-10-05 19:27:05,17,11,0.764706,0.531863,24,8,1040.00
2025-10-05 19:27:05,17,12,0.764706,0.557966,24,8,1040.00
2025-10-05 19:27:05,17,13,0.764706,0.564583,24,8,1040.00
2025-10-05 19:27:05,17,14,0.764706,0.565686,24,8,1040.00
2025-10-05 19:27:05,17,15,0.764706,0.531740,24,8,1040.00
2025-10-05 19:27:05,17,16,0.764706,0.512990,24,8,1040.00
2025-10-05 19:27:05,17,17,0.764706,0.480270,24,8,1040.00
2025-10-05 19:27:05,17,18,0.764706,0.523039,24,8,1040.00
2025-10-05 19:27:05,17,19,0.764706,0.554657,24,8,1040.00
2025-10-05 19:27:05,18,0,0.735294,0.427696,24,7,1000.00
2025-10-05 19:27:05,18,1,0.735294,0.479657,24,7,1000.00
2025-10-05 19:27:05,18,2,0.764706,0.508088,24,8,1040.00
2025-10-05 19:27:05,18,3,0.764706,0.539706,24,8,1040.00
2025-10-05 19:27:05,18,4,0.764706,0.551961,24,8,1040.00
2025-10-05 19:27:05,18,5,0.764706,0.559926,24,8,1040.00
2025-10-05 19:27:05,18,6,0.764706,0.565319,24,8,1040.00
2025-10-05 19:27:05,18,7,0.764706,0.555270,24,8,1040.00
2025-10-05 19:27:05,18,8,0.764706,0.559314,24,8,1040.00
2025-10-05 19:27:05,18,9,0.764706,0.605882,24,8,1040.00
2025-10-05 19:27:05,18,10,0.764706,0.592279,24,8,1040.00
2025-10-05 19:27:05,18,11,0.764706,0.610417,24,8,1040.00
2025-10-05 19:27:05,18,12,0.764706,0.592892,24,8,1040.00
2025-10-05 19:27:05,18,13,0.764706,0.626961,24,8,1040.00
2025-10-05 19:27:05,18,14,0.764706,0.596446,24,8,1040.00
2025-10-05 19:27:05,18,15,0.764706,0.584681,24,8,1040.00
2025-10-05 19:27:05,18,16,0.764706,0.628309,24,8,1040.00
2025-10-05 19:27:05,18,17,0.764706,0.644240,24,8,1040.00
2025-10-05 19:27:05,18,18,0.764706,0.605637,24,8,1040.00
2025-10-05 19:27:05,18,19,0.764706,0.586275,24,8,1040.00
2025-10-05 19:27:05,19,0,0.705882,0.425858,24,6,960.00
2025-10-05 19:27:05,19,1,0.705882,0.487990,24,6,960.00
2025-10-05 19:27:05,19,2,0.705882,0.453554,24,6,960.00
2025-10-05 19:27:05,19,3,0.713235,0.495466,19,10,970.00
2025-10-05 19:27:05,19,4,0.750000,0.545098,22,9,1020.00
2025-10-05 19:27:05,19,5,0.750000,0.519975,22,9,1020.00
2025-10-05 19:27:05,19,6,0.750000,0.488113,22,9,1020.00
2025-10-05 19:27:05,19,7,0.750000,0.475368,22,9,1020.00
2025-10-05 19:27:05,19,8,0.750000,0.523529,22,9,1020.00
2025-10-05 19:27:05,19,9,0.750000,0.550368,22,9,1020.00
2025-10-05 19:27:05,19,10,0.750000,0.516544,22,9,1020.00
2025-10-05 19:27:05,19,11,0.750000,0.535172,22,9,1020.00
2025-10-05 19:27:05,19,12,0.750000,0.535417,22,9,1020.00
2025-10-05 19:27:05,19,13,0.750000,0.551103,22,9,1020.00
2025-10-05 19:27:05,19,14,0.764706,0.513480,24,8,1040.00
2025-10-05 19:27:05,19,15,0.764706,0.540441,24,8,1040.00
2025-10-05 19:27:05,19,16,0.764706,0.554534,24,8,1040.00
2025-10-05 19:27:05,19,17,0.764706,0.565196,24,8,1040.00
2025-10-05 19:27:05,19,18,0.764706,0.550858,24,8,1040.00
2025-10-05 19:27:05,19,19,0.764706,0.574510,24,8,1040.00
2025-10-05 19:27:05,20,0,0.750000,0.435784,22,9,1020.00
2025-10-05 19:27:05,20,1,0.750000,0.426348,22,9,1020.00
2025-10-05 19:27:05,20,2,0.750000,0.534314,22,9,1020.00
2025-10-05 19:27:05,20,3,0.750000,0.538235,22,9,1020.00
