link_imagem,titulo_documento
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11162%5D%7B18%7Dsemeadura_soja_em_aveia_em_pe._epagri_smoeste%2C_2016._1.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Aveia Preta (Avena strigosa)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11162%5D%7B212%7Dsemeadura_soja_em_aveia_em_pe._epagri_smoeste%2C_2016._2.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Aveia Preta (Avena strigosa)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11162%5D%7B274%7Daveia_preta_set2022_foto_leandro_do_prado_wildner.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Aveia Preta (Avena strigosa)
http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B11168%5D%7B254%7Dazevem_apresentacao_lauro.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Azevém (Lolium multiflorum)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11168%5D%7B433%7Dazevem_apresentacao_lauro.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Azevém (Lolium multiflorum)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11168%5D%7B520%7Dazevem_foto_iara_zimmermann.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Azevém (Lolium multiflorum)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11168%5D%7B468%7Dcob.solo_azevem_epagri-cepaf_2011_%281%29.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Azevém (Lolium multiflorum)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11168%5D%7B87%7Dcob.solo_azevem_epagri-cepaf_2011_%282%29.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Azevém (Lolium multiflorum)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11168%5D%7B285%7Dfrutificacao_azevem._epagri-cepaf%2C_2011..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Azevém (Lolium multiflorum)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11168%5D%7B222%7Dpalhada_azevem_final_de_ciclo._epagri-cepaf%2C_2014._2..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Azevém (Lolium multiflorum)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11168%5D%7B3%7Dpalhada_azevem_final_de_ciclo._epagri-cepaf%2C_2014..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Azevém (Lolium multiflorum)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11168%5D%7B516%7Dimg_20221005_160432229_hdr_%281%29.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Azevém (Lolium multiflorum)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11168%5D%7B246%7Dazevem_set2022_foto_leandro_do_prado_wildner1.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Azevém (Lolium multiflorum)
http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B11176%5D%7B138%7Dbrachiaria_ruziziensis._showrural_cascavel%2C_2005..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Brachiaria ruziziensis (Urochloa ruziziensis)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11176%5D%7B135%7Dbrachiaria_ruziziensis_-_riza_sementes..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Brachiaria ruziziensis (Urochloa ruziziensis)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11176%5D%7B303%7Dbrachiaria_ruziziensis._showrural_cascavel%2C_2005..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Brachiaria ruziziensis (Urochloa ruziziensis)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11176%5D%7B363%7Dbraquiaria_ruziziensis_lontras_8mar2021_foto_ricieri_verdi.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Brachiaria ruziziensis (Urochloa ruziziensis)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11176%5D%7B522%7Dbraquiaria_ruziziensis.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Brachiaria ruziziensis (Urochloa ruziziensis)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11176%5D%7B27%7Dsementes_braquiaria.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Brachiaria ruziziensis (Urochloa ruziziensis)
http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B11163%5D%7B211%7Dcanola_rio_do_sul_set2018_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Canola (Brassica napus)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11163%5D%7B240%7Dcanola%2Bagronomica_set2019_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Canola (Brassica napus)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11163%5D%7B189%7Dcanola_com_flores_amarelas_agronomica_10set19_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Canola (Brassica napus)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11163%5D%7B259%7Dcanola_agronomica_6set2020_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Canola (Brassica napus)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11163%5D%7B143%7Dcanola_agronomica_7ago2019_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Canola (Brassica napus)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11163%5D%7B232%7Dcanola_rio_do_sul_set2018_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Canola (Brassica napus)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11163%5D%7B109%7Dcanola_sementes_agronomica_nov2019_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Canola (Brassica napus)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11163%5D%7B164%7Dcanola_foto_juliane_justen.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Canola (Brassica napus)
http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B11188%5D%7B431%7Dc.sudao%2C_inicio_floracao._epagri-cepaf%2C_2019_2..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B395%7Dcapim_sudao_agronomica_mai2020_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B476%7Dcapim_sudao_descanso_abr2020_foto_zolmir_frizzo.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B194%7Dcda_2007a._epagri-cepaf..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B293%7Dcapim_sudao_descanso_28abril2021_foto_zolmir_frizzo.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B497%7Dmilheto_capim_sudao_trigo_mourisco_cepaf.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B206%7Dcrescimento_inicial_c._sudao._epagri-cepaf%2C_2019_1..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B322%7Dc.sudao_-_floracao._epagri-cepaf%2C_2020_2..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B77%7Dc.sudao._detalhe_panicula_com_graos._epagri-cepaf%2C_2020_2..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B461%7Dc._sudao._detalhe_panicula_com_graos._epagri-cepaf%2C_2020_1..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B515%7Dc._sudao._detalhe_perfilhamento._epagri-cepaf%2C_2020..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B369%7Dfloracao_c.sudao._epagri-cepaf%2C_2018_1..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B428%7Dc.sudao_-__floracao._epagri-cepaf%2C_2019_1..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B485%7Dc._sudao_-_floracao%2C_epagri-cepaf%2C_2020_3..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B169%7Dc.sudao%2C_inicio_floracao._epagri-cepaf%2C_2019_2..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B235%7Dcapim_sudao_set2022_foto_leandro_do_prado_wildner.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11188%5D%7B195%7Dcapim_sudao_manejo_descanso_abril2021_foto_zolmir_frizzo.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Capim sudão (Sorghum sudanense)
http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B11194%5D%7B28%7Dcenteio_dona_emma_set2018_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Centeio (Secale cereale)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11194%5D%7B499%7Dcenteio_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Centeio (Secale cereale)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11194%5D%7B362%7Dcenteio_1%2C_epagri-cepaf%2C_2007..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Centeio (Secale cereale)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11194%5D%7B341%7Dcenteio_2009__epagri-cepaf.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Centeio (Secale cereale)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11194%5D%7B2%7Dcenteio_agronomica_julho2020_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Centeio (Secale cereale)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11194%5D%7B135%7Dcenteio_dona_emma_set2018_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Centeio (Secale cereale)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11194%5D%7B311%7Dcenteio%2Btremoco._cetrec%2C_2007..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Centeio (Secale cereale)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11194%5D%7B513%7Dcenteio%2C_tremoco_e_ervilha.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Centeio (Secale cereale)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11194%5D%7B2%7Ddetalhes_espiga_centeio..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Centeio (Secale cereale)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11194%5D%7B103%7Dmanejo_rolo-faca_centeio._epagri-cepaf%2C_2006._%282%29.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Centeio (Secale cereale)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11194%5D%7B126%7Dnabo_forrageiro_e_centeio_agronomica_26abril2019_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Centeio (Secale cereale)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11194%5D%7B25%7Drolo-faca_centeio._epagri-cepaf%2C_2006..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Centeio (Secale cereale)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11194%5D%7B470%7Dcenteio1_set2022_foto_leandro_do_prado_wildner.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Centeio (Secale cereale)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11194%5D%7B3%7Dtremoco_branco_e_centeio_acervo_leandro_wildner.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Centeio (Secale cereale)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11194%5D%7B30%7Dtremoco%2C_centeio_e_ervilha_forrageira_acervo_leandro_wildner.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Centeio (Secale cereale)
http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B11170%5D%7B392%7Dchicharo_2020_foto_juliane1.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Chícharo (Lathyrus sativus)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11170%5D%7B95%7Dchicharo_-_epagri-cepaf%2C_1988..jpg,PLANTAS PARA ADUBAÇÃO VERDE - Chícharo (Lathyrus sativus)
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B11170%5D%7B44%7Dchicharo_agronomica_2020_foto_juliane.jpg,PLANTAS PARA ADUBAÇÃO VERDE - Chícharo (Lathyrus sativus)
